k,i,j,jw,cpau,jwau,dfpy,dfpy2,jwso,dfv,mfv,dfp,mfp,dfch,dft,pyxvxp,prob,miss,batch,str,train,match,ix,test
137233,1,2,0.031073969,0,0.033333333,1,1,0,,,,,,,1,1,1,A,"WHIMSTER S, 2004, ESSENTIAL WEBER READ
WHIMSTER SAM, 2003, ESSENTIAL WEBER READ",TRUE,TRUE,140010,FALSE
137311,1,2,0.072598584,0,0,0,0,0.177647059,,,,,,,0,0.1,1,A,"WHITE DEBORAH GRAY, 1985, ARNT WOMAN FEMALE SL
WHITE DEBORAH GRAY, 1985, ARNT I A WOMAN FEMAL",TRUE,TRUE,140070,FALSE
137343,1,2,0.039047619,0,0.025,0,0,0,,,,,,,0,1,1,A,"WHITE H, 1981, SOC METHODOLOGY 1981
WHITE HC, 1981, SOC METHODOLOGY 1981, PCH1",TRUE,TRUE,140122,FALSE
138670,1,2,0.022222222,0,0,35,1225,0,,,,,,,35,1,1,A,"WILMAN M, 1933, ROCK ENGRAVINGS GRIQ
WILMAN M, 1968, ROCK ENGRAVINGS GRIQ",TRUE,TRUE,141587,FALSE
138726,1,2,0.046929926,0,0.035294118,21,441,0,,,,,,,21,1,1,A,"WILSON CHARLES H., 1978, PROFIT POWER STUDY E
WILSON CHARLES, 1957, PROFIT POWER STUDY E",TRUE,TRUE,141635,FALSE
138895,1,2,0.064185277,0,0.022222222,5,25,0.063636364,,,,,,,5,1,1,A,"WILSON W, 1971, PAPERS W WILSON
WILSON W., 1966, PAPERS W WILSON, V1-69",TRUE,TRUE,141827,FALSE
138979,1,2,0.01,0,0,0,0,0.026666667,,,,,,,0,1,1,A,"WINDNORTON L, 1994, 255 IOW STAT U DEP E
WINDNORTON L, 1994, 256 IOW STAT U DEP E",TRUE,TRUE,141886,FALSE
139909,1,2,0.037963545,0,0,1,1,0,,,,,,,1,1,1,A,"WOODFORD M, 2001, EC POLICY INFORM EC
WOODFORD M, 2002, EC POLICY INFORM EC, P297",TRUE,TRUE,142839,FALSE
139959,2,4,0.045257453,0,0.1,0,0,0,,,,,,,0,0.166666667,1,A,"WOODS SW, 1879, NATIVE TRIBES S AUST
WOODS JD, 1879, NATIVE TRIBES S AUST, P55",TRUE,TRUE,142896,FALSE
140974,1,2,0.11372549,0,0,2,4,0.165882353,,,,,,,2,1,1,A,"YEN DE, 1961, 10TH PAC SCI C PAC S
YEN DE, 1963, 10TH S PAC SCI C HON",TRUE,TRUE,143999,FALSE
141149,1,2,0.098180238,0,0,6,36,0.15877193,,,,,,,6,1,1,A,"YOUNG A, 1992, UNPUB TALE 2 CITIES
YOUNG A, 1998, UNPUB ALTERNATIVE ES",TRUE,,144145,FALSE
141234,1,2,0.095497643,0,0,4,16,0.71125731,,,,,,,4,1,1,A,"YOUNG KATHARINE, 1993, BODYLORE
YOUNG KATHARINE, 1997, PRESENCE FLESH BODY",TRUE,,144229,FALSE
141439,1,2,0.08625731,0,0,0,0,0.09,,,,,,,0,0.333333333,1,A,"ZAJAC EE, 1970, AM ECONOMIC REV  MAR
ZAJAC EE, 1970, AM ECON REV, V60, P117",TRUE,TRUE,144468,FALSE
141765,1,2,0.014634146,0,0,0,0,0.03,,,,,,,0,1,1,A,"ZENNER WALTER, 1991, MINORITIES MIDDLE
ZENNER WALTER, 1991, MINORITIES MIDDLE CR",TRUE,,144783,FALSE
142175,1,2,0.057142857,0,0.022222222,0,0,0.09,,,,,,,0,1,1,A,"ZUCKER P, 1959, TOWN SQUARE AGORA VI
ZUCKER P., 1959, TOWN SQUARE",TRUE,TRUE,145141,FALSE
7308,1,2,0.090277778,0,0.077777778,0,0,0.032163743,0,7,15,220,,,0,1,2,B,"AARONSON MARK NEAL, 1996, HASTINGS WOMENS LJ, V7, P213
AARONSON MN, 1996, HASTINGS WOMENS LAW, V7, P228",TRUE,TRUE,146241,FALSE
8540,1,2,0.085558214,0,0,16,256,0,32,57,986,546,,,504832,1,2,B,"AHNESJO I, 1992, J FISH BIOL, V41, P53
AHNESJO I, 2008, J FISH BIOL, V73, P1039",TRUE,,146822,FALSE
8643,2,3,0.015128205,0,0,0,0,0,10,19,0,175,,,0,0.333333333,2,B,"AIVAZIAN VA, 1981, J LAW ECON, V14, P175
AIVAZIAN VA, 1981, J LAW ECON, V24, P175",TRUE,TRUE,146875,FALSE
8693,1,2,0.095506346,0,0.20952381,10,100,0,9,13.5,516,259,,,46440,1,2,B,"AKE C, 1966, COMP STUD SOC HIST, V9, P1
LANE FC, 1976, COMP STUD SOC HIST, V18, P517",TRUE,,146894,FALSE
8744,1,2,0.070469387,0,0.055555556,10,100,0,9,17.5,6,20,,,540,1,2,B,"AKKERMANS P.M.M.G., 1997, PALEORIENT, V22, P17
AKKERMANS PMM, 1987, PALEORIENT, V13, P23",TRUE,,146912,FALSE
9021,1,3,0.027890238,0,0.077575758,0,0,0,0,5,0,413,,,0,0.333333333,2,B,"ALXEYEV VP, 1976, J HUM EVOL, V5, P413
ALEXEYEV VP, 1976, J HUM EVOL, V5, P413",TRUE,TRUE,147101,FALSE
9810,1,2,0.176689977,0,0,11,121,0,10,35,84,164,,,9240,1,2,B,"AMACHER GS, 1993, J DEV STUD, V30, P206
AMACHER GS, 2004, J DEV STUD, V40, P122",TRUE,,147495,FALSE
9839,1,2,0.013333333,0,0,0,0,0,0,14,1,34,,,0,1,2,B,"AMAOKA, 1919, SHIMIN, V14, P33
AMAOKA, 1919, SHIMIN, V14, P34",TRUE,TRUE,147503,FALSE
9898,1,2,0.022281583,0,0,9,81,0,9,28.5,76,42,,,6156,1,2,B,"AMERICAN DIABETES ASSOCIATION, 2001, DIABETES CARE S1, V24, PS80
AMERICAN DIABETES ASSOCIATION, 2010, DIABETES CARE S1, V33, PS4",TRUE,,147543,FALSE
10512,1,2,0.093943944,0,0.355555556,0,0,0,0,44,0,105,,,0,1,2,B,"ANDREWS AB, 1999, SOC WORK, V44, P105
BOWERS AA, 1999, SOC WORK, V44, P105",TRUE,,147856,FALSE
10535,1,2,0.037878788,0,0,3,9,0,3,9.5,285,222,,,2565,1,2,B,"ANDREWS IO, 1918, AM LABOR LEGISLATION, V8, P365
ANDREWS IO, 1921, AM LABOR LEGISLATION, V11, P80",TRUE,,147866,FALSE
10675,1,2,0.054054054,0,0,1,1,0,1,11.5,96,681,,,96,1,2,B,"ANHOLT BR, 1997, EVOL ECOL, V11, P633
ANHOLT BR, 1998, EVOL ECOL, V12, P729",TRUE,,147953,FALSE
11246,1,2,0.092149292,0,0.30952381,0,0,0,0,32,404,245,,,0,1,2,B,"ARIAS A, 2007, ECON THEOR, V32, P43
KAMIYA K, 2007, ECON THEOR, V32, P447",TRUE,,148300,FALSE
11915,1,2,0.115535714,0,0,4,16,0,5,4.5,220,225,,,4400,1,2,B,"ASHLEY WJ, 1893, Q J ECON, V7, P115
ASHLEY WJ, 1897, Q J ECON, V2, P335",TRUE,,148704,FALSE
12073,1,2,0.033681765,0,0,2,4,0,2,32,194,166,,,776,1,2,B,"ASWANI S, 2004, ENVIRON CONSERV, V31, P69
ASWANI S, 2006, ENVIRON CONSERV, V33, P263",TRUE,,148784,FALSE
12080,1,2,0.01,0,0,0,0,0,1,73.5,0,667,,,0,1,2,B,"ATAKAN AE, 2006, ECONOMETRICA, V73, P667
ATAKAN AE, 2006, ECONOMETRICA, V74, P667",TRUE,TRUE,148786,FALSE
12663,1,2,0.09462084,0,0.248042328,6,36,0,6,14,230,666,,,8280,1,2,B,"AZAR OH, 2008, J ECON MANAGE STRAT, V17, P781
AZOULAY P, 2002, J ECON MANAGE STRAT, V11, P551",TRUE,,149132,FALSE
12708,1,2,0.094875837,0,0.194708995,2,4,0,2,20,1132,1355,,,4528,1,2,B,"BABAD E, 1991, J APPL SOC PSYCHOL, V21, P1921
BAUMAN KE, 1989, J APPL SOC PSYCHOL, V19, P789",TRUE,,149150,FALSE
13005,1,2,0.032789691,0,0.02,0,0,0,5,24.5,0,12,,,0,1,2,B,"BAGEHOT W, 1971, FINANCIAL ANAL J, V22, P12
BAGEHOT W., 1971, FINANCIAL ANAL J, V27, P12",TRUE,TRUE,149292,FALSE
13643,2,3,0.017310924,0,0,0,0,0,0,205,159,164,,,0,0.333333333,2,B,"BALFOUR A, 1923, LANCET, V205, P243
BALFOUR A, 1923, LANCET, V205, P84",TRUE,TRUE,149599,FALSE
13975,1,2,0.045851991,0,0.046153846,0,0,0,0,52,9,614,,,0,1,2,B,"BANNING E. B., 2011, CURR ANTHROPOL, V52, P610
BANNING EB, 2011, CURR ANTHROPOL, V52, P619",TRUE,TRUE,149774,FALSE
14626,1,2,0.089074074,0,0.217037037,1,1,0,1,124.5,23,158,,,23,1,2,B,"BARR NI, 1967, AM J PSYCHIAT, V124, P170
BARTON WE, 1968, AM J PSYCHIAT, V125, P147",TRUE,,150082,FALSE
14668,2,3,0.02,0,0,0,0,0,0,66,46,454,,,0,0.333333333,2,B,"BARRETO M, 2010, J SOC ISSUES, V66, P431
BARRETO M, 2010, J SOC ISSUES, V66, P477",TRUE,TRUE,150111,FALSE
14939,1,2,0.005128205,0,0.018181818,0,0,0,0,6,0,91,,,0,1,2,B,"BARTLETT L, 1991, J ED POLICY, V6, P91
BARTLETT VL, 1991, J ED POLICY, V6, P91",TRUE,TRUE,150231,FALSE
15116,1,2,0.026666667,0,0,0,0,0,0,23,14,296,,,0,1,2,B,"BASS NH, 1970, ARCH NEUROL-CHICAGO, V23, P289
BASS NH, 1970, ARCH NEUROL-CHICAGO, V23, P303",TRUE,TRUE,150323,FALSE
15724,1,2,0.054268293,0,0,4,16,0,4,36,47,26,,,752,1,2,B,"BAYUS BL, 1997, J MARKETING RES, V34, P50
BAYUS BL, 2001, J MARKETING RES, V38, P3",TRUE,,150599,FALSE
15890,1,2,0.011111111,0,0,0,0,0,0,272,2,15,,,0,1,2,B,"BEARDSLEY T, 1995, SCI AM, V272, P14
BEARDSLEY T, 1995, SCI AM, V272, P16",TRUE,TRUE,150671,FALSE
16563,2,3,0.041331924,0,0,0,0,0.084558824,1,20.5,0,73,,,0,0.333333333,2,B,"BELKNAP G, 1956, PUBLIC OPIN QUART, V20, P73
BELKNAP G, 1956, PUBLIC OPINION Q, V21, P73",TRUE,TRUE,151023,FALSE
17065,1,3,0.074053193,0,0.022222222,1,1,0.090874811,1,35.5,1042,532,,,1042,0.333333333,2,B,"BENINI R, 1908, GIORNALE EC 2, V36, P11
BENINI R., 1907, GIORNALE DEGLI EC, V35, P1053",TRUE,,151248,FALSE
17655,1,2,0.092184874,0,0.315,0,0,0,0,24,182,92,,,0,1,2,B,"BERGMAN MM, 2001, J ADOLESCENCE, V24, P183
BRU E, 2001, J ADOLESCENCE, V24, P1",TRUE,,151516,FALSE
18249,1,2,0.033255814,0,0,0,0,0.054545455,0,70,3,718,,,0,1,2,B,"BESANCENEY PH, 1965, AM J SOC, V70, P720
BESANCENEY PH, 1965, AM J SOCIOL, V70, P717",TRUE,TRUE,151809,FALSE
18353,1,2,0.046878032,0,0,1,1,0,1,26.5,450,272,,,450,1,2,B,"BETRAM G, 1985, PAC VIEWPOINT, V26, P497
BETRAM G, 1986, PAC VIEWPOINT, V27, P47",TRUE,,151837,FALSE
18560,1,2,0.097009648,0,0,16,256,0.195512821,49,77.5,65,470,,,50960,1,2,B,"BHATIA KB, 1971, AM J AGR ECON, V53, P502
BHATIA KB, 1987, Q J ECON, V102, P437",TRUE,,151920,FALSE
18860,1,2,0.082724638,0,0,0,0,0.1025,81,51.5,344,291,,,0,1,2,B,"BILLINGS AG, 1983, J ABNORM CHILD PSYCH, V11, P463
BILLINGS AG, 1983, J ABNORM PSYCHOL, V92, P119",TRUE,,152111,FALSE
19277,1,2,0.030641026,0,0.022222222,0,0,0,0,16,0,177,,,0,1,2,B,"BIZZELL P, 1988, TEACH SOCIOL, V16, P177
BIZZELLP, 1988, TEACH SOCIOL, V16, P177",TRUE,TRUE,152352,FALSE
19340,1,2,0.109560724,0,0.025,11,121,0,11,46.5,1134,1164,,,137214,1,2,B,"BLACK B, 2000, STANFORD LAW REV, V52, P1731
BLACK BS, 1989, STANFORD LAW REV, V41, P597",TRUE,,152397,FALSE
20035,1,2,0.033863275,0,0,0,0,0.086666667,90,55,0,119,,,0,1,2,B,"BLOMO V, 1978, S AGR EC, V10, P119
BLOMO V, 1978, S J AGR EC, V100, P119",TRUE,TRUE,152776,FALSE
20045,1,2,0.048567799,0,0.036363636,0,0,0,0,11,300,343,,,0,0.166666667,2,B,"BLOMSTROM, 1983, WORLD DEV, V11, P493
BLOMSTROM M, 1983, WORLD DEV, V11, P193",TRUE,TRUE,152781,FALSE
20165,1,2,0.076763566,0,0.195714286,0,0,0,1,48.5,201,128,,,0,1,2,B,"BLUE FR, 1979, PERCEPT MOTOR SKILL, V48, P228
BULL R, 1979, PERCEPT MOTOR SKILL, V49, P27",TRUE,,152862,FALSE
20583,1,2,0.015128205,0,0,0,0,0,0,4,14,13,,,0,1,2,B,"BOETTKE P, 1986, MARKET PROCESS, V4, P20
BOETTKE P, 1986, MARKET PROCESS, V4, P6",TRUE,TRUE,153169,FALSE
20923,1,2,0.045751634,0,0,0,0,0,4,340,77,324,,,0,1,2,B,"BONALUME N, 1989, NATURE, V338, P286
BONALUME N, 1989, NATURE, V342, P363",TRUE,,153394,FALSE
21488,1,2,0.074175036,0,0,19,361,0,19,138.5,274,474,,,98914,1,2,B,"BOSCH G, 1990, INT LABOUR REV, V129, P611
BOSCH G, 2009, INT LABOUR REV, V148, P337",TRUE,,153689,FALSE
21513,2,3,0.045330415,0,0,11,121,0,11,7.5,670,356,,,81070,0.1,2,B,"BOSERUP E, 1976, POPUL DEV REV, V2, P21
BOSERUP E, 1987, POPUL DEV REV, V13, P691",TRUE,,153708,FALSE
21571,1,2,0.02907563,0,0,0,0,0,1,25.5,0,61,,,0,1,2,B,"BOSTER J, 1986, ETHNOLOGY, V25, P61
BOSTER J, 1986, ETHNOLOGY, V26, P61",TRUE,TRUE,153747,FALSE
22336,1,3,0.062919884,0,0,1,1,0,1,21.5,1065,570,,,1065,0.333333333,2,B,"BRACKEN J, 1973, OPER RES, V21, P37
BRACKEN J, 1974, OPER RES, V22, P1102",TRUE,,154132,FALSE
22465,1,2,0.049665283,0,0,10,100,0.088571429,0,53,0,1,,,0,1,2,B,"BRADWAY KP, 1952, J EDUCATIONAL PSYCHO, V53, P1
BRADWAY KP, 1962, J EDUC PSYCHOL, V53, P1",TRUE,TRUE,154194,FALSE
22680,1,2,0.011428571,0,0,0,0,0,0,80,250,126,,,0,1,2,B,"BRANDT M, 2005, BIOL REV, V80, P1
BRANDT M, 2005, BIOL REV, V80, P251",TRUE,TRUE,154285,FALSE
23140,1,2,0.090251758,0,0.339814815,0,0,0,0,13,12,59,,,0,1,2,B,"BRENTON P, 1997, OXFORD REV ECON POL, V13, P65
GROUT PA, 1997, OXFORD REV ECON POL, V13, P53",TRUE,,154500,FALSE
24164,1,2,0.097430605,0,0.285714286,0,0,0,0,27,108,71,,,0,1,2,B,"BROWN K, 2005, REV IND ORGAN, V27, P17
RONDI L, 2005, REV IND ORGAN, V27, P125",TRUE,,154951,FALSE
24353,1,2,0.074047619,0,0.018181818,0,0,0.140934066,0,18,3,74,,,0,1,2,B,"BROWNLEE J, 1925, PROC R SOC MED, V18, P73
BROWNLEE JR, 1925, P ROY SOC MED, V18, P76",TRUE,TRUE,155050,FALSE
25085,2,3,0.060271318,0,0,6,36,0,7,48.5,124,503,,,5208,0.166666667,2,B,"BULLOCK HA, 1961, J CRIM LAW CRIMINOL, V52, P441
BULLOCK HA, 1955, J CRIM LAW CRIMINOL, V45, P565",TRUE,,155380,FALSE
25276,1,2,0.039516908,0,0,4,16,0,4,46,456,307,,,7296,1,2,B,"BURDETTE AM, 2005, J SCI STUD RELIG, V44, P79
BURDETTE AM, 2009, J SCI STUD RELIG, V48, P535",TRUE,,155535,TRUE
25376,1,2,0.101661779,0,0,1,1,0,1,117.5,566,520,,,566,1,2,B,"BURHANS DE, 2000, AUK, V117, P803
BURHANS DE, 2001, AUK, V118, P237",TRUE,,155604,FALSE
25475,1,2,0.041025641,0,0,1,1,0,1,8.5,21,136,,,21,1,2,B,"BURKS FW, 1937, J SOC PSYCHOL, V8, P146
BURKS FW, 1938, J SOC PSYCHOL, V9, P125",TRUE,,155655,FALSE
25485,1,2,0.028244898,0,0,2,4,0,2,2,106,75,,,424,1,2,B,"BURLEY D. V., 2010, J PACIFIC ARCHAEOLOG, V1, P128
BURLEY D. V., 2012, J PACIFIC ARCHAEOLOG, V3, P22",TRUE,,155663,FALSE
25638,1,2,0.18477772,0,0.171111111,0,0,0,0,22,740,699,,,0,1,2,B,"BURDETT K, 1998, J ECON DYN CONTROL, V22, P1069
BURNSIDE C, 1998, J ECON DYN CONTROL, V22, P329",TRUE,,155723,FALSE
26063,1,2,0.046543779,0,0,0,0,0,0,15,122,66,,,0,0.333333333,2,B,"BUVE A, 2001, AIDS, V15, PIV127
BUVE A, 2001, AIDS, V15, PS5",TRUE,TRUE,155938,FALSE
26288,1,2,0.096782107,0,0,2,4,0.148571429,200,106,76,43,,,30400,1,2,B,"CAHEN D, 1976, ARCHAEOLOGISCHES KOR, V6, P81
CAHEN D, 1978, ARCHAEOLOGIA BELGICA, V206, P5",TRUE,,156086,FALSE
26417,1,3,0.061844744,0,0.018181818,5,25,0,5,48.5,122,276,,,3050,0.333333333,2,B,"CALDWELL JC, 1984, J MARRIAGE FAM, V46, P215
CALDWELL J, 1989, J MARRIAGE FAM, V51, P337",TRUE,,156185,FALSE
27166,1,2,0.036363636,0,0,5,25,0,5,22.5,6,344,,,150,1,2,B,"CAPORASO JA, 1976, INT STUD QUART, V20, P341
CAPORASO JA, 1981, INT STUD QUART, V25, P347",TRUE,,156518,FALSE
27167,1,2,0.041857242,0,0,2,4,0,2,33,604,303,,,2416,0.333333333,2,B,"CAPORASO JA, 1980, INT ORGAN, V34, P605
CAPORASO JA, 1978, INT ORGAN, V32, P1",TRUE,,156519,FALSE
27424,1,2,0.043321719,0,0.013333333,2,4,0,2,43,262,442,,,1048,1,2,B,"CARLTON-LANEY I, 1999, SOC WORK, V44, P311
CARLTONLANEY I, 1997, SOC WORK, V42, P573",TRUE,,156672,FALSE
27437,1,2,0.087804878,0,0,9,81,0,9,19.5,144,479,,,11664,1,2,B,"CARMENT D, 1994, THIRD WORLD Q, V15, P551
CARMENT D, 2003, THIRD WORLD Q, V24, P407",TRUE,,156675,FALSE
27478,2,4,0.028244898,0,0,0,0,0.051052632,0,26,1,196,,,0,0.1,2,B,"CARNEIRO RL, 1963, T NEW YORK ACAD SCI, V26, P196
CARNEIRO RL, 1963, T NEW YORK ACADEMY S, V26, P197",TRUE,TRUE,156692,FALSE
27732,1,2,0.097825098,0,0,7,49,1,275,271.5,1077,564,,,2073225,1,2,B,"CARROLL SB, 2001, NATURE, V409, P1102
CARROLL SB, 2008, CELL, V134, P25",TRUE,,156849,FALSE
28030,1,2,0.067009456,0,0,18,324,0,18,15,552,366,,,178848,1,2,B,"CASHMORE E, 1983, ETHNIC RACIAL STUD, V6, P90
CASHMORE E, 2001, ETHNIC RACIAL STUD, V24, P642",TRUE,,156990,FALSE
28093,1,2,0.080040445,0,0,0,0,0.130843653,7,7.5,292,325,,,0,1,2,B,"CASSEL J, 1974, INT J HEALTH SERV, V4, P471
CASSEL J, 1974, INT J HLTH SERVICES, V11, P179",TRUE,,157041,FALSE
28286,1,2,0.059982578,0,0,3,9,0.033333333,15,9.5,17,172,,,765,1,2,B,"CATTELL JM, 1897, COLUMBIA U B, V17, P164
CATTELL JM, 1900, COLUMBIA U Q, V2, P181",TRUE,,157133,FALSE
28361,1,2,0.085292851,0,0.392857143,0,0,0,0,2,9,6,,,0,1,2,B,"CAVAN RS, 1971, INT J SOCIOLOGY FAMI, V2, P10
LAZAR R, 1971, INT J SOCIOLOGY FAMI, V2, P1",TRUE,,157177,FALSE
28876,1,2,0.094064439,0,0.157142857,3,9,0,3,32.5,226,278,,,2034,1,2,B,"CHANDOLA T, 2012, INT DEV PLANN REV, V34, P391
CHANG Y, 2009, INT DEV PLANN REV, V31, P165",TRUE,,157396,FALSE
29295,1,2,0.092374402,0,0,13,169,0.0625,8,7,588,621,,,61152,1,2,B,"CHASSIN L, 1986, DEV PSYCHOL, V3, P327
CHASSIN L, 1999, DEV PSYCHOPATHOL, V11, P915",TRUE,,157607,FALSE
29319,1,2,0.070068027,0,0,6,36,0,6,36,3878,2216,,,139608,1,2,B,"CHATTERJEE P, 1998, ECON POLIT WEEKLY, V33, P277
CHATTERJEE P, 2004, ECON POLIT WEEKLY, V39, P4155",TRUE,,157624,FALSE
29469,1,2,0.074212715,0,0,0,0,0.0875,0,5,338,903,,,0,1,2,B,"CHEMALI B, 1910, ANTHROPOS VIENNA, V5, P1072
CHEMALI B, 1910, ANTHROPOS, V5, P734",TRUE,TRUE,157691,FALSE
29568,1,2,0.03029382,0,0,0,0,0.052631579,0,35,1,124,,,0,1,2,B,"CHENEY DL, 1981, FOLIA PRIMATOL, V35, P124
CHENEY DL, 1981, FOLIA PRIMATOLOGICA, V35, P125",TRUE,TRUE,157753,FALSE
30521,1,2,0.096192532,0,0.30952381,0,0,0,0,26,196,237,,,0,1,2,B,"CLAPP JD, 2000, AM J DRUG ALCOHOL AB, V26, P139
DELVA J, 2000, AM J DRUG ALCOHOL AB, V26, P335",TRUE,,158210,FALSE
30804,2,3,0.08372093,0,0,24,576,0,24,23,366,506,,,210816,0.166666667,2,B,"CLARK WAV, 2003, ENVIRON PLANN A, V35, P323
CLARK WAV, 1979, ENVIRON PLANN A, V11, P689",TRUE,,158328,FALSE
31137,1,2,0.090299278,0,0.151666667,10,100,0,10,29,122,258,,,12200,1,2,B,"CLIFTON JA, 1965, HUM ORGAN, V24, P319
CLINTON CA, 1975, HUM ORGAN, V34, P197",TRUE,,158503,FALSE
31233,1,2,0.018181818,0,0,0,0,0,0,99,86,258,,,0,1,2,B,"CLOUSE RC, 1932, J AMER MED ASSOC, V99, P215
CLOUSE RC, 1932, J AMER MED ASSOC, V99, P301",TRUE,TRUE,158550,FALSE
31569,1,3,0.040816327,0,0,5,25,0,10,30,172,189,,,8600,0.333333333,2,B,"COGGINS JS, 1993, J ENVIRON ECON MANAG, V25, P275
COGGINS JS, 1998, J ENVIRON ECON MANAG, V35, P103",TRUE,,158722,FALSE
31590,1,2,0.093007309,0,0.398809524,0,0,0,0,20,18,122,,,0,1,2,B,"COHEN A, 1994, STAT PROBABIL LETT, V20, P131
HWANG GT, 1994, STAT PROBABIL LETT, V20, P113",TRUE,,158731,FALSE
31719,1,2,0.106989247,0,0.057142857,1,1,0.535714286,17,9.5,2083,1064,,,35411,1,2,B,"COHEN J, 2004, AIDS, V18, P2105
COHEN M, 2005, SUSTAIN, V1, P22",TRUE,,158788,FALSE
31865,1,2,0.023477298,0,0.028571429,0,0,0,0,98,78,1681,,,0,1,2,B,"COLB S, 1998, COLUMBIA LAW REV, V98, P1720
COLB SF, 1998, COLUMBIA LAW REV, V98, P1642",TRUE,TRUE,158857,FALSE
31901,1,2,0.010810811,0,0,0,0,0,0,52,10,344,,,0,1,2,B,"COLE BJ, 1983, J ANIM ECOL, V52, P339
COLE BJ, 1983, J ANIM ECOL, V52, P349",TRUE,TRUE,158875,FALSE
31905,1,2,0.055239957,0,0.171428571,0,0,0,0,87,6,59,,,0,1,2,B,"COLE CJ, 1978, NAT HIST, V87, P56
CORDELL J, 1978, NAT HIST, V87, P62",TRUE,,158876,FALSE
32105,1,2,0.027272727,0,0,0,0,0,0,13,418,350,,,0,1,2,B,"COLIGNON R, 1988, ACCOUNT ORG SOC, V13, P141
COLIGNON R, 1988, ACCOUNT ORG SOC, V13, P559",TRUE,TRUE,158960,FALSE
32143,1,2,0.061844197,0,0,3,9,0,3,50.5,639,564,,,5751,1,2,B,"COLLIER GA, 1973, LANGUAGE, V49, P245
COLLIER GA, 1976, LANGUAGE, V52, P884",TRUE,,158984,FALSE
32215,1,2,0.099951522,0,0,8,64,0.264285714,7,12.5,80,51,,,4480,1,2,B,"COLLINS J, 1983, P SO ANTHR SOC, V16, P11
COLLINS J, 1991, SOC EC ANTHR MONOGRA, V9, P91",TRUE,,159005,FALSE
32601,1,2,0.108351811,0,0,4,16,0.217460317,57,30.5,152,103,,,34656,1,2,B,"CONKLIN HC, 1957, AM ANTHROPOL, V59, P179
CONKLIN HC, 1961, CURR ANTHROPOL, V2, P27",TRUE,,159241,FALSE
33567,1,2,0.060789088,0,0.042857143,1,1,0,0,15,314,258,,,0,1,2,B,"COSTIGAN L. L., 1984, SIMULATION GAMES, V15, P415
COSTIGAN LL, 1985, SIMULATION GAMES, V15, P101",TRUE,TRUE,159687,FALSE
33780,1,2,0.083614728,0,0.051515152,0,0,0.079647436,3,52.5,0,152,,,0,1,2,B,"COUSINEA.DF, 1973, SOC SCI QUART, V54, P152
COUSINEAU DF, 1973, SOCIAL SCI QUART, V51, P152",TRUE,TRUE,159819,FALSE
34038,1,2,0.033185448,0,0,0,0,0.04,0,1,44,171,,,0,1,2,B,"COZZARIN BP, 1998, INT FOOD AGRIB MAN R, V1, P193
COZZARIN BP, 1998, INT FOOD AGRIBUS MAN, V1, P149",TRUE,TRUE,159960,FALSE
34347,1,3,0.029710145,0,0,0,0,0,1,19.5,0,113,,,0,0.333333333,2,B,"CRESPO LS, 1904, B SOC GEOGRAFICA PAZ, V20, P113
CRESPO LS, 1904, B SOC GEOGRAFICA PAZ, V19, P113",TRUE,TRUE,160132,FALSE
34737,1,2,0.066119229,0,0,2,4,0,1,53.5,135,166,,,270,1,2,B,"CROWE C, 1968, J NEGRO HIST, V53, P234
CROWE C, 1970, J NEGRO HIST, V54, P99",TRUE,,160309,FALSE
34976,1,2,0.080864046,0,0,2,4,0.167977208,8,23,58,140,,,928,1,2,B,"CUMBY RE, 1987, J FINANC ECON, V19, P169
CUMBY RE, 1989, J INT ECON, V27, P111",TRUE,,160457,FALSE
35746,1,2,0.061025641,0,0,3,9,0,3,16.5,38,286,,,342,1,2,B,"DAMON FH, 1980, MAN, V15, P267
DAMON FH, 1983, MAN, V18, P305",TRUE,,160906,FALSE
35850,1,2,0.029768271,0,0.028571429,0,0,0,0,38,12,367,,,0,1,2,B,"DANIEL, 1924, Q J ECON, V38, P361
DANIELS, 1924, Q J ECON, V38, P373",TRUE,TRUE,160958,FALSE
36248,1,2,0.099229892,0,0.244444444,0,0,0,1,1.5,24,63,,,0,1,2,B,"DAUTOVIC M, 1968, YUGOSLAV SURVEY, V2, P75
VUKOVIC D, 1968, YUGOSLAV SURVEY, V1, P51",TRUE,,161164,FALSE
36352,1,2,0.091365593,0,0.078571429,19,361,0.098015873,16,23,12,44,,,3648,1,2,B,"DAVIDS C, 1998, AUST NZ J CRIMINOL, V31, P38
DAVIS P, 1979, AUST NZ J SOCIOL, V15, P50",TRUE,,161210,FALSE
36866,1,2,0.058092907,0,0,15,225,0,61,79.5,90,241,,,82350,1,2,B,"DAWSON A, 1983, GEN COMP ENDOCR, V49, P286
DAWSON A, 1998, GEN COMP ENDOCR, V110, P196",TRUE,,161416,FALSE
37199,1,2,0.095462677,0,0.114285714,8,64,0.107466063,0,28,415,276,,,0,1,2,B,"DEAN EF, 1972, J CLIN PSYCHOL, V28, P68
DEAN RB, 1964, J CONSULT PSYCHOL, V28, P483",TRUE,,161585,FALSE
37671,1,2,0.117777778,0,0.069444444,5,25,0,5,36.5,306,1124,,,7650,1,2,B,"DEJONG F, 1995, EUR ECON REV, V39, P1277
DEJONG GC, 1990, EUR ECON REV, V34, P971",TRUE,,161824,FALSE
