k,i,j,jw,cpau,jwau,dfpy,jwso,dfv,dfp,dfch,dft,pyxvxp,prob,miss,batch,str,train,match,ix
31865,1,2,0.023477298,0,0.028571429,0,0,0,78,,,0,1,2,B,"COLB S, 1998, COLUMBIA LAW REV, V98, P1720
COLB SF, 1998, COLUMBIA LAW REV, V98, P1642",TRUE,1,158857
31901,1,2,0.010810811,0,0,0,0,0,10,,,0,1,2,B,"COLE BJ, 1983, J ANIM ECOL, V52, P339
COLE BJ, 1983, J ANIM ECOL, V52, P349",TRUE,1,158875
31905,1,2,0.055239957,0,0.171428571,0,0,0,6,,,0,1,2,B,"COLE CJ, 1978, NAT HIST, V87, P56
CORDELL J, 1978, NAT HIST, V87, P62",TRUE,,158876
32105,1,2,0.027272727,0,0,0,0,0,418,,,0,1,2,B,"COLIGNON R, 1988, ACCOUNT ORG SOC, V13, P141
COLIGNON R, 1988, ACCOUNT ORG SOC, V13, P559",TRUE,1,158960
32143,1,2,0.061844197,0,0,3,0,3,639,,,5751,1,2,B,"COLLIER GA, 1973, LANGUAGE, V49, P245
COLLIER GA, 1976, LANGUAGE, V52, P884",TRUE,,158984
32215,1,2,0.099951522,0,0,8,0.264285714,7,80,,,4480,1,2,B,"COLLINS J, 1983, P SO ANTHR SOC, V16, P11
COLLINS J, 1991, SOC EC ANTHR MONOGRA, V9, P91",TRUE,,159005
32601,1,2,0.108351811,0,0,4,0.217460317,57,152,,,34656,1,2,B,"CONKLIN HC, 1957, AM ANTHROPOL, V59, P179
CONKLIN HC, 1961, CURR ANTHROPOL, V2, P27",TRUE,,159241
33567,1,2,0.060789088,0,0.042857143,1,0,0,314,,,0,1,2,B,"COSTIGAN L. L., 1984, SIMULATION GAMES, V15, P415
COSTIGAN LL, 1985, SIMULATION GAMES, V15, P101",TRUE,1,159687
33780,1,2,0.083614728,0,0.051515152,0,0.079647436,3,0,,,0,1,2,B,"COUSINEA.DF, 1973, SOC SCI QUART, V54, P152
COUSINEAU DF, 1973, SOCIAL SCI QUART, V51, P152",TRUE,1,159819
34038,1,2,0.033185448,0,0,0,0.04,0,44,,,0,1,2,B,"COZZARIN BP, 1998, INT FOOD AGRIB MAN R, V1, P193
COZZARIN BP, 1998, INT FOOD AGRIBUS MAN, V1, P149",TRUE,1,159960
34347,1,3,0.029710145,0,0,0,0,1,0,,,0,0.333333333,2,B,"CRESPO LS, 1904, B SOC GEOGRAFICA PAZ, V20, P113
CRESPO LS, 1904, B SOC GEOGRAFICA PAZ, V19, P113",TRUE,1,160132
34737,1,2,0.066119229,0,0,2,0,1,135,,,270,1,2,B,"CROWE C, 1968, J NEGRO HIST, V53, P234
CROWE C, 1970, J NEGRO HIST, V54, P99",TRUE,,160309
34976,1,2,0.080864046,0,0,2,0.167977208,8,58,,,928,1,2,B,"CUMBY RE, 1987, J FINANC ECON, V19, P169
CUMBY RE, 1989, J INT ECON, V27, P111",TRUE,,160457
35746,1,2,0.061025641,0,0,3,0,3,38,,,342,1,2,B,"DAMON FH, 1980, MAN, V15, P267
DAMON FH, 1983, MAN, V18, P305",TRUE,,160906
35850,1,2,0.029768271,0,0.028571429,0,0,0,12,,,0,1,2,B,"DANIEL, 1924, Q J ECON, V38, P361
DANIELS, 1924, Q J ECON, V38, P373",TRUE,1,160958
36248,1,2,0.099229892,0,0.244444444,0,0,1,24,,,0,1,2,B,"DAUTOVIC M, 1968, YUGOSLAV SURVEY, V2, P75
VUKOVIC D, 1968, YUGOSLAV SURVEY, V1, P51",TRUE,,161164
36352,1,2,0.091365593,0,0.078571429,19,0.098015873,16,12,,,3648,1,2,B,"DAVIDS C, 1998, AUST NZ J CRIMINOL, V31, P38
DAVIS P, 1979, AUST NZ J SOCIOL, V15, P50",TRUE,,161210
36866,1,2,0.058092907,0,0,15,0,61,90,,,82350,1,2,B,"DAWSON A, 1983, GEN COMP ENDOCR, V49, P286
DAWSON A, 1998, GEN COMP ENDOCR, V110, P196",TRUE,,161416
37199,1,2,0.095462677,0,0.114285714,8,0.107466063,0,415,,,0,1,2,B,"DEAN EF, 1972, J CLIN PSYCHOL, V28, P68
DEAN RB, 1964, J CONSULT PSYCHOL, V28, P483",TRUE,,161585
37671,1,2,0.117777778,0,0.069444444,5,0,5,306,,,7650,1,2,B,"DEJONG F, 1995, EUR ECON REV, V39, P1277
DEJONG GC, 1990, EUR ECON REV, V34, P971",TRUE,,161824
37881,3,5,0.017302909,0,0,0,0,1,422,,,0,0.1,2,B,"DELHOYO E, 1972, HIST NUEVO REINO LEO, V2, P486
DELHOYO E, 1972, HIST NUEVO REINO LEO, V1, P64",TRUE,,161964
38157,1,2,0.010606061,0,0.077777778,0,0,0,0,,,0,1,2,B,"DENG F, 1994, CRIME LAW SOCIAL CH, V21, P267
DENQ F, 1994, CRIME LAW SOCIAL CH, V21, P267",TRUE,1,162135
38236,1,2,0.096787271,0,0,9,0.13287037,66,138,,,81972,1,2,B,"DENNIS PA, 1975, AM ANTHROPOL, V77, P856
DENNIS PA, 1984, AM ETHNOL, V11, P718",TRUE,,162164
38721,1,2,0.010526316,0,0,0,0,0,1,,,0,1,2,B,"DEVEREUX EC, 1952, HUM RELAT, V5, P187
DEVEREUX EC, 1952, HUM RELAT, V5, P188",TRUE,1,162447
38765,1,2,0.008333333,0,0,0,0,0,1,,,0,1,2,B,"DEVINE ET, 1915, P NATIONAL C CHARITI, V42, P608
DEVINE ET, 1915, P NATIONAL C CHARITI, V42, P609",TRUE,1,162465
38863,1,3,0.066179654,0,0.022222222,1,0.106666667,0,0,,,0,0.333333333,2,B,"DEWALT BR, 1975, ANTHROPOL QUART, V48, P87
DEWALT B, 1976, ANTHR Q, V48, P87",TRUE,1,162511
39166,1,2,0.063669251,0,0.092222222,0,0,1,207,,,0,1,2,B,"DICKERSON MD, 1983, J CONSUM RES, V10, P225
DICKSON PR, 1983, J CONSUM RES, V9, P432",TRUE,,162656
39504,1,2,0.046048288,0,0,5,0,5,536,,,13400,0.333333333,2,B,"DINET H, 1983, ANN HIST REVOLUTION, V55, P570
DINET H, 1978, ANN HIST REVOLUTION, V50, P34",TRUE,,162801
39613,1,2,0.146341463,0,0.068686869,0,0,0,0,,,0,1,2,B,"DINTENFASS M, 1988, BUS HIST REV, V62, P1
DISTENFASS M, 1988, BUS HIST REV, V62, P1",TRUE,1,162855
39711,1,2,0.102356902,0,0.057142857,14,0,56,80,,,62720,1,2,B,"DIXON B, 1967, NEW SCI, V36, P712
DIXON R, 1981, NEW SCI, V92, P792",TRUE,,162928
39777,1,2,0.070874191,0,0.146031746,20,0,20,62,,,24800,1,2,B,"DOBBS T, 1972, ECON DEV CULT CHANGE, V21, P101
DOBBY EHG, 1952, ECON DEV CULT CHANGE, V1, P163",TRUE,,162955
40264,1,2,0.047987616,0,0,3,0,3,42,,,378,1,2,B,"DOOLEY MP, 1989, BUS LAWYER, V44, P503
DOOLEY MP, 1992, BUS LAWYER, V47, P461",TRUE,,163221
40430,1,2,0.088554007,0,0,1,0.055384615,17,966,,,16422,1,2,B,"DOTY DH, 1993, ACAD MANAGE J, V36, P1196
DOTY DH, 1994, ACAD MANAGE REV, V19, P230",TRUE,,163323
40498,1,2,0.032163743,0,0,1,0,0,166,,,0,1,2,B,"DOUGLAS PH, 1922, UNIV J BUS, V1, P3
DOUGLAS PH, 1923, UNIV J BUS, V1, P169",TRUE,,163345
40779,1,2,0.095770991,0,0,18,0.055384615,36,590,,,382320,1,2,B,"DREHER GF, 1982, ACAD MANAGE REV, V7, P300
DREHER GF, 2000, ACAD MANAGE J, V43, P890",TRUE,,163505
41226,1,2,0.012081633,0,0,0,0,0,93,,,0,1,2,B,"DUFFIELD IAN, 2002, AUSTR CULTURAL HIST, V21, P112
DUFFIELD IAN, 2002, AUSTR CULTURAL HIST, V21, P19",TRUE,1,163709
42056,1,3,0.137720329,0,0,7,0.466666667,67,194,,,90986,0.333333333,2,B,"DZIEWECZYNSKI TL, 2005, BEHAV ECOL, V16, P1025
DZIEWECZYNSKI TL, 2012, ANIM BEHAV, V83, P1219",TRUE,,164198
42222,1,2,0.062229654,0,0,7,0,8,329,,,18424,1,2,B,"EATON AE, 1994, IND LABOR RELAT REV, V47, P371
EATON AE, 2001, IND LABOR RELAT REV, V55, P42",TRUE,,164373
42249,1,2,0.013333333,0,0,0,0,0,11,,,0,1,2,B,"EATON R L, 1970, ZEITSCHRIFT FUER TIERPSYCHOLOGIE, V27, P481
EATON R L, 1970, ZEITSCHRIFT FUER TIERPSYCHOLOGIE, V27, P492",TRUE,1,164378
42277,1,2,0.096480468,0,0,0,0.522222222,12,30,,,0,1,2,B,"EBBINGHAUS B, 2005, INT SOCIOL, V20, P133
EBBINGHAUS B, 2005, WORK OCCUPATION, V32, P163",TRUE,,164412
42550,1,2,0.192185592,0,0.337301587,0,0,0,577,,,0,1,2,B,"DUPRE J, 2006, THEOR CULT SOC, V23, P30
EDER K, 2006, THEOR CULT SOC, V23, P607",TRUE,,164529
42749,1,2,0.065785566,0,0.37962963,0,0,0,0,,,0,1,2,B,"EDWARDS G, 1937, PUBLIC OPIN QUART, V1, P5
MEAD M, 1937, PUBLIC OPIN QUART, V1, P5",TRUE,,164632
42783,1,2,0.170629371,0,0.08,14,0,14,6,,,1176,1,2,B,"EDWARDS JN, 1982, SOC FORCES, V61, P241
EDWARDS ME, 1996, SOC FORCES, V75, P247",TRUE,,164661
43155,1,2,0.096553885,0,0.497354497,0,0,0,30,,,0,1,2,B,"EINUM S, 2004, EVOL ECOL RES, V6, P443
SHUKER DM, 2004, EVOL ECOL RES, V6, P473",TRUE,,164878
43603,1,3,0.048621554,0,0,0,0.072727273,0,13,,,0,0.333333333,2,B,"ELLICKSON JC, 1947, J FARM EC 1, V29, P840
ELLICKSON JC, 1947, J FARM ECON, V29, P827",TRUE,1,165111
44494,1,2,0.045043478,0,0,8,0,8,19,,,1216,1,2,B,"EPSTEIN LH, 2000, ARCH PEDIAT ADOL MED, V154, P220
EPSTEIN LH, 2008, ARCH PEDIAT ADOL MED, V162, P239",TRUE,,165725
44921,1,2,0.056935585,0,0,0,0.047058824,11,339,,,0,1,2,B,"ETZIONI A, 1967, W POLITICAL Q, V31, P655
ETZIONI A, 1967, W POLITICAL SCI Q, V20, P316",TRUE,,165946
45596,1,2,0.011111111,0,0,0,0,0,5,,,0,1,2,B,"FALKUS ME, 1968, ECONOMICA, V35, P52
FALKUS ME, 1968, ECONOMICA, V35, P57",TRUE,1,166297
46337,1,2,0.042505773,0,0.016666667,8,0,8,95,,,6080,0.333333333,2,B,"FEINSTEIN CH, 1988, OXFORD REV ECON POL, V4, P1
FEINSTEIN C, 1996, OXFORD REV ECON POL, V12, P96",TRUE,,166708
46431,1,2,0.063835264,0,0,9,0,9,240,,,19440,1,2,B,"FELDMAN S, 1943, PSYCHIAT QUART, V17, P423
FELDMAN S, 1952, PSYCHIAT QUART, V26, P663",TRUE,,166746
46484,2,3,0.042906977,0,0,0,0,16,699,,,0,0.333333333,2,B,"FELKIN RW, 1884, P ROY SOC EDINB, V13, P223
FELKIN RW, 1884, P ROY SOC EDINB, V29, P922",TRUE,,166766
46763,1,2,0.086042636,0,0,1,0.122710623,30,540,,,16200,1,2,B,"FERNANDEZ-DUQUE E, 2001, AM J PRIMATOL, V53, P99
FERNANDEZ-DUQUE E, 2002, INT J PRIMATOL, V23, P639",TRUE,,166943
46793,1,3,0.044348894,0,0,2,0,1,136,,,272,0.333333333,2,B,"FERRAND G, 1936, ENCY ISLAM, V3, P64
FERRAND G, 1934, ENCY ISLAM, V4, P200",TRUE,,166956
46975,1,2,0.040535714,0,0,5,0,18,277,,,24930,1,2,B,"FIALA B, 1989, OECOLOGIA, V79, P463
FIALA B, 1994, OECOLOGIA, V97, P186",TRUE,,167083
46977,1,2,0.01,0,0,0,0,0,60,,,0,1,2,B,"FIALA R, 1984, COMP SOCIAL RES, V7, P339
FIALA R, 1984, COMP SOCIAL RES, V7, P399",TRUE,1,167085
47313,1,2,0.080538134,0,0.071428571,2,0,3,17,,,102,1,2,B,"FINGARD J, 1975, ACADIENSIS, V5, P32
FINGARD JUDITH, 1973, ACADIENSIS, V2, P15",TRUE,,167250
47525,1,2,0.059561404,0,0.019444444,4,0,4,338,,,5408,0.333333333,2,B,"FISHELSON G, 1979, J INT ECON, V9, P47
FISCHELSON G, 1975, J INT ECON, V5, P385",TRUE,,167368
48245,1,2,0.023604651,0,0.04,0,0.042857143,0,0,,,0,1,2,B,"FLIEGEL EC, 1966, AM J SOCIOLOGY, V72, P235
FLIEGEL FC, 1966, AM J SOCIOL, V72, P235",TRUE,1,167835
48496,1,2,0.011428571,0,0,0,0,1,0,,,0,1,2,B,"FOLEY EP, 1966, DAEDALUS, V94, P107
FOLEY EP, 1966, DAEDALUS, V95, P107",TRUE,1,167969
48658,1,2,0.01,0,0,0,0,99,0,,,0,1,2,B,"FORBES RM, 1953, J BIOL CHEM, V203, P359
FORBES RM, 1953, J BIOL CHEM, V302, P359",TRUE,1,168041
48891,1,2,0.096105974,0,0.02,18,0.356363636,0,270,,,0,1,2,B,"FORSTER DP, 1976, HLTH TRENDS, V8, P29
FORSTER P, 1994, HIST ANTHR, V8, P299",TRUE,,168166
49197,1,2,0.042553191,0,0,4,0,4,216,,,3456,1,2,B,"FOWLER HG, 1988, NATURWISSENSCHAFTEN, V75, P208
FOWLER HG, 1992, NATURWISSENSCHAFTEN, V79, P424",TRUE,,168316
49208,2,3,0.039168279,0,0,0,0,1,256,,,0,0.166666667,2,B,"FOWLER JT, 1898, EXTRACTS ACCOUNT ROL, V1, P152
FOWLER JT, 1898, EXTRACTS ACCOUNT ROL, V2, P408",TRUE,1,168339
49445,1,2,0.063309179,0,0,3,0,3,516,,,4644,1,2,B,"FRANCISCO RA, 1993, AM J POLIT SCI, V37, P663
FRANCISCO RA, 1996, AM J POLIT SCI, V40, P1179",TRUE,,168438
49803,1,2,0.055482815,0,0,3,0.156666667,0,0,,,0,1,2,B,"FREDERIKSEN H, 1966, ECON DEV CULT CHANGE, V14, P316
FREDERIKSEN H, 1969, EC DEV CULTURAL CHAN, V14, P316",TRUE,1,168634
49832,1,2,0.074644414,0,0.104545455,2,0,2,460,,,1840,1,2,B,"FREED LA, 1981, ECOLOGY, V62, P1179
FREELAND WJ, 1979, ECOLOGY, V60, P719",TRUE,,168655
50107,1,2,0.13754386,0,0,1,0.541666667,23,7,,,161,1,2,B,"FRESHNOCK L, 1978, SOC BIOL, V25, P169
FRESHNOCK L, 1979, J POPULAT, V2, P162",TRUE,,168773
50199,1,2,0.075911047,0,0.022222222,7,0,9,716,,,45108,1,2,B,"FRICKE T, 1997, POPUL DEV REV, V25, P823
FRICKE TE, 1990, POPUL DEV REV, V16, P107",TRUE,,168803
50225,1,2,0.086652234,0,0.183333333,10,0,10,126,,,12600,1,2,B,"FRIED M, 2000, J ENVIRON PSYCHOL, V20, P193
FRITSCHE I, 2010, J ENVIRON PSYCHOL, V30, P67",TRUE,,168824
50591,1,2,0.097508216,0,0,0,0.563492063,60,51,,,0,1,2,B,"FRONDEL JW, 1967, NATURE, V215, P1360
FRONDEL JW, 1967, SCIENCE, V155, P1411",TRUE,,168973
50777,1,2,0.07546798,0,0.05,10,0.083333333,3,307,,,9210,1,2,B,"FUJITA K, 1995, DEV ECON, V33, P442
FUJITA M, 1985, REV ECON, V36, P135",TRUE,,169123
50820,1,2,0.067777778,0,0,3,0,6,156,,,2808,1,2,B,"FULLARD JH, 1994, J EXP BIOL, V194, P285
FULLARD JH, 1997, J EXP BIOL, V200, P129",TRUE,,169142
51174,1,2,0.018604651,0,0,0,0,0,86,,,0,1,2,B,"GAES GG, 1978, J EXP SOC PSYCHOL, V14, P493
GAES GG, 1978, J EXP SOC PSYCHOL, V14, P579",TRUE,1,169378
52063,1,2,0.05994152,0,0.04,0,0,10,0,,,0,1,2,B,"GARRETT HE, 1949, J EXP EDUC, V28, P91
GARRETT HF, 1949, J EXP EDUC, V18, P91",TRUE,1,169875
52390,1,2,0.016825397,0,0,0,0,0,82,,,0,1,2,B,"GAZIT N, 2009, CULTURE SOC, V22, P1
GAZIT N, 2009, CULTURE SOC, V22, P83",TRUE,1,170062
53439,1,2,0.096072261,0,0.044444444,0,0.241958042,39,184,,,0,1,2,B,"GILBERT G, 1973, J MATH SOCIOL, V3, P139
GILBERT N, 1973, J ANIM ECOL, V42, P323",TRUE,,170594
53514,1,2,0.06803182,0,0,1,0.04,1,23,,,23,0.333333333,2,B,"GILEAD I, 1988, MITEKUFAT HAEVEN J I, V21, P109
GILEAD I, 1989, MITEKUFAT HAEVEN, V22, P132",TRUE,,170704
54878,2,3,0.006837607,0,0.026666667,0,0,0,0,,,0,0.333333333,2,B,"GOLDNER V, 1985, FAM PROCESS, V24, P31
GOULDNER V, 1985, FAM PROCESS, V24, P31",TRUE,1,171323
55317,1,2,0.04985843,0,0.157142857,0,0,0,110,,,0,0.333333333,2,B,"GOODY J, 1996, POPUL DEV REV, V22, P1
GOODKIND D, 1996, POPUL DEV REV, V22, P111",TRUE,,171503
55966,1,2,0.073435468,0,0,4,0.094736842,36,323,,,46512,1,2,B,"GOUDY WJ, 1981, J GERONTOL SOC WORK, V4, P35
GOUDY WJ, 1985, J GERONTOL, V40, P358",TRUE,,171777
56179,1,2,0.021052632,0,0,0,0,0,5,,,0,1,2,B,"GRACIAMATA C, 1934, Q J ECON, V49, P26
GRACIAMATA C, 1934, Q J ECON, V49, P31",TRUE,1,171870
56227,1,2,0.097868798,0,0,0,0.278205128,39,109,,,0,1,2,B,"GRAFTON RQ, 2000, AM J AGR ECON, V82, P570
GRAFTON RQ, 2000, J LAW ECON, V43, P679",TRUE,,171911
56298,1,2,0.043111888,0,0,5,0.058730159,0,0,,,0,1,2,B,"GRAHAM S, 1952, MILBANK MEM FUND Q, V35, P58
GRAHAM S, 1957, MILBANK FUND Q, V35, P58",TRUE,1,171937
56436,1,2,0.055198973,0,0,0,0.121153846,0,1,,,0,1,2,B,"GRANT L, 1986, ELEM SCHOOL J, V87, P29
GRANT L, 1986, ELEMENTARY SCH J, V87, P28",TRUE,1,171991
57553,1,2,0.045615079,0,0,6,0,6,246,,,8856,1,2,B,"GROB GN, 1973, REV AM HIST, V1, P47
GROB GN, 1979, REV AM HIST, V7, P293",TRUE,,172493
57573,1,2,0.032346723,0,0,0,0,1,0,,,0,1,2,B,"GROENEVELD LP, 1980, J HUM RESOUR, V14, P654
GROENEVELD LP, 1980, J HUM RESOUR, V15, P654",TRUE,1,172501
57895,2,3,0.021932367,0,0.025,0,0,0,174,,,0,0.333333333,2,B,"GRUND F, 1837, AM THEIR MORAL SOCIA, V1, P294
GRUND FJ, 1837, AM THEIR MORAL SOCIA, V1, P120",TRUE,1,172649
58255,1,2,0.075501355,0,0,2,0.127435897,9,0,,,0,1,2,B,"GUMMER B, 1973, J EDUCATION SOCIAL W, V2, P66
GUMMER B, 1975, J EDUC SOC WORK, V11, P66",TRUE,,172819
58651,1,2,0.06216032,0,0.0125,2,0.088888889,0,0,,,0,1,2,B,"GWARTNEYGIBBS P, 1988, WOMEN WORK, V3, P169
GWARTNEYGIBBS PA, 1986, WOMEN WORK ANN REV, V3, P169",TRUE,1,173023
58673,1,2,0.063809524,0,0,18,0,18,115,,,37260,1,2,B,"GYLFASON T, 1982, KYKLOS, V35, P430
GYLFASON T, 2000, KYKLOS, V53, P545",TRUE,,173041
58932,1,2,0.048809524,0,0,0,0.194444444,0,0,,,0,1,2,B,"HADFIELD GK, 2000, MICH LAW REV, V98, P953
HADFIELD GK, 2000, U MICHIGAN LAW REV, V98, P953",TRUE,1,173152
59108,1,2,0.063636364,0,0,10,0,10,733,,,73300,1,2,B,"HAGOPIAN F, 1990, COMP POLIT STUD, V23, P147
HAGOPIAN F, 2000, COMP POLIT STUD, V33, P880",TRUE,,173252
59288,1,2,0.039621749,0,0.036363636,0,0,0,0,,,0,1,2,B,"HALBWACHS M, 1932, ANN HIST EC SOCIALE, V4, P11
HALBWACHS, 1932, ANN HIST EC SOCIALE, V4, P11",TRUE,1,173367
59540,1,2,0.030077369,0,0,10,0,5,28,,,1400,1,2,B,"HALL ROBERT E., 1978, J POLITICAL EC, V91, P249
HALL ROBERT E., 1988, J POLITICAL EC, V96, P221",TRUE,,173475
59584,1,2,0.090337838,0,0,0,0.16,1,98,,,0,1,2,B,"HALL, 1901, HENRY VIII, V1, P308
HALL, 1901, HIST HENRY VIII, V2, P210",TRUE,1,173485
59648,1,2,0.183838384,0,0.146031746,8,0,8,425,,,27200,1,2,B,"HALL MG, 1992, J POLIT, V54, P427
HALLIN DC, 1984, J POLIT, V46, P2",TRUE,,173513
59670,1,2,0.064878049,0,0,0,0.144545455,0,1,,,0,1,2,B,"HALLOWELL AI, 1951, J PROJ TECH, V15, P27
HALLOWELL AI, 1951, J PROJECTIVE TECHNIQ, V15, P26",TRUE,1,173518
60011,1,2,0.064340716,0,0.098015873,0,0.119191919,15,92,,,0,1,2,B,"HAMMER T, 1999, ACTA SOCIOL, V42, P123
HAMMETT P, 1999, TEACH SOCIOL, V27, P31",TRUE,,173662
60475,1,3,0.05257601,0,0,3,0,31,176,,,16368,0.166666667,2,B,"HANSON C, 2005, TEACH SOCIOL, V33, P411
HANSON C, 2002, TEACH SOCIOL, V2, P235",TRUE,,173831
60783,1,2,0.095454545,0,0.155555556,45,0,41,122,,,225090,1,2,B,"HARE F.K., 1947, P GEOLOGISTS ASS, V58, P294
HARMER FW, 1902, P GEOLOGISTS ASS, V17, P416",TRUE,,173981
60824,1,2,0.016,0,0,0,0,0,304,,,0,1,2,B,"HARGREAVES JR, 2002, TROP MED INT HEALTH, V7, P489
HARGREAVES JR, 2002, TROP MED INT HEALTH, V7, P793",TRUE,1,174000
60951,1,2,0.011393324,0,0,0,0,0,170,,,0,1,2,B,"HARNISCHFEGER A, 1980, ANAL ED PRODUCTIVITY, V1, P223
HARNISCHFEGER A, 1980, ANAL ED PRODUCTIVITY, V1, P53",TRUE,1,174055
61188,1,2,0.030064755,0,0.022222222,2,0,2,8,,,32,1,2,B,"HARRIS M, 1995, NONPROFIT MANAGEMENT, V5, P261
HARRIS M., 1993, NONPROFIT MANAGEMENT, V3, P269",TRUE,,174125
61456,1,2,0.078732304,0,0.083333333,0,0,1,142,,,0,1,2,B,"HART S, 1986, REV RELIG RES, V28, P51
SHAROT S, 1986, REV RELIG RES, V27, P193",TRUE,,174222
61605,1,2,0.143746757,0,0.022222222,13,0,13,104,,,17576,1,2,B,"HARVEY A, 1995, STUDIES BROADCASTING, V31, P173
HARVEY AS, 1982, STUDIES BROADCASTING, V18, P69",TRUE,,174286
61776,1,2,0.049659864,0,0.018181818,3,0,3,101,,,909,1,2,B,"HASTINGS J, 1986, J KANSAS ENTOMOL SOC, V59, P262
HASTINGS JM, 1989, J KANSAS ENTOMOL SOC, V62, P363",TRUE,,174362
61818,1,2,0.065116279,0,0,3,0,3,16,,,144,0.333333333,2,B,"HATCHER R, 1999, ED SOCIAL JUSTICE, V1, P31
HATCHER R, 2002, ED SOCIAL JUSTICE, V4, P47",TRUE,,174391
62360,1,2,0.047987616,0,0,1,0,1,162,,,162,1,2,B,"HAYS RD, 1993, QUAL LIFE RES, V2, P167
HAYS RD, 1994, QUAL LIFE RES, V3, P329",TRUE,,174649
62858,4,5,0.038477298,0,0,0,0,4,50,,,0,0.1,2,B,"HEIFETZ A, 2013, GAME ECON BEHAV, V77, P100
HEIFETZ A, 2013, GAME ECON BEHAV, V81, P50",TRUE,,174907
63237,1,2,0.060304054,0,0,7,0,7,208,,,10192,1,2,B,"HEMENWAY D, 1987, ECON INQ, V25, P727
HEMENWAY D, 1994, ECON INQ, V32, P519",TRUE,,175223
63791,1,2,0.02525641,0,0,0,0,0,82,,,0,1,2,B,"HERREN UJ, 1990, RES EC ANTHR, V12, P111
HERREN UJ, 1990, RES EC ANTHR, V12, P29",TRUE,1,175486
63884,1,2,0.096944444,0,0.02,0,0.065,0,0,,,0,1,2,B,"HERSON JR, 1961, AM POLITICAL SCI REV, V55, P817
HERSON LJR, 1961, AM POLIT SCI REV, V55, P817",TRUE,1,175528
63920,1,2,0.062530713,0,0,2,0,2,694,,,2776,1,2,B,"HERTZOG C, 1985, CHILD DEV, V56, P787
HERTZOG C, 1987, CHILD DEV, V58, P93",TRUE,,175557
63921,1,2,0.045555556,0,0,2,0,2,37,,,148,1,2,B,"HERTZOG C, 1986, PSYCHOL AGING, V1, P159
HERTZOG C, 1988, PSYCHOL AGING, V3, P122",TRUE,,175558
64312,1,2,0.032914966,0,0.02,0,0,20,0,,,0,1,2,B,"HIGGINS D, 1991, JAMA-J AM MED ASSOC, V246, P2419
HIGGINS DL, 1991, JAMA-J AM MED ASSOC, V266, P2419",TRUE,1,175759
64452,1,2,0.084223861,0,0.126388889,9,0,9,24,,,1944,1,2,B,"HILKE JC, 1980, J SCI STUD RELIG, V19, P138
HILL C, 1971, J SCI STUD RELIG, V10, P114",TRUE,,175825
64490,1,3,0.055240606,0,0,4,0,4,148,,,2368,0.333333333,2,B,"HILL DH, 1997, SOCIOL METHODOL, V27, P393
HILL DH, 1993, SOCIOL METHODOL, V23, P245",TRUE,,175852
64560,1,2,0.098228481,0,0.141904762,20,0.081018519,2,186,,,7440,1,2,B,"HILL MF, 1999, ECOL LETT, V2, P121
HILLMAN AL, 1979, ECON LETT, V4, P307",TRUE,,175878
64870,1,2,0.049393939,0,0,3,0,3,132,,,1188,1,2,B,"HIRD JA, 1990, J POLICY ANAL MANAG, V9, P455
HIRD JA, 1993, J POLICY ANAL MANAG, V12, P323",TRUE,,176031
65057,1,2,0.030077369,0,0,1,0,1,29,,,29,1,2,B,"HITSCHMANN E, 1934, INT Z PSYCHOANAL, V20, P459
HITSCHMANN E, 1935, INT Z PSYCHOANAL, V21, P430",TRUE,,176113
65065,2,3,0.023701727,0,0.014285714,0,0.021052632,0,0,,,0,0.333333333,2,B,"HJALMARSSON L, 1992, SCANDINAVIAN J EC S, V94, PW193
HJALMARSSON L., 1992, SCANDINAVIAN J EC, V94, P193",TRUE,1,176120
65075,1,2,0.0325,0,0.011111111,1,0,1,176,,,176,1,2,B,"HJORTH-ANDERSEN C, 2000, J CULTURAL EC, V24, P27
HJORTH-ANDERSEN C., 2001, J CULTURAL EC, V25, P203",TRUE,,176130
65396,1,2,0.13297491,0,0,5,0,5,322,,,8050,1,2,B,"HOELZEL AR, 1993, J HERED, V84, P443
HOELZEL AR, 1998, J HERED, V89, P121",TRUE,,176292
65946,1,2,0.041472626,0,0,4,0,4,388,,,6208,1,2,B,"HOLLOWAY SR, 1992, PROF GEOGR, V44, P57
HOLLOWAY SR, 1996, PROF GEOGR, V48, P445",TRUE,,176586
66045,1,2,0.150320924,0,0.051515152,0,0,9,0,,,0,1,2,B,"HOLMSTRO.EI, 1974, AM EDUC RES J, V11, P1
HOLMSTROM EI, 1974, AM EDUC RES J, V2, P1",TRUE,1,176655
66221,1,2,0.02254902,0,0,0,0,0,708,,,0,1,2,B,"HONG YY, 2000, AM PSYCHOL, V55, P1
HONG YY, 2000, AM PSYCHOL, V55, P709",TRUE,1,176723
66271,1,2,0.193313223,0,0.380952381,0,0,0,521,,,0,1,2,B,"BORD RJ, 1997, SOC SCI QUART, V78, P830
HOOD MV, 1997, SOC SCI QUART, V78, P309",TRUE,,176748
66392,1,2,0.037012987,0,0.028571429,11,0,11,0,,,0,1,2,B,"HOPF M, 1962, JB ROMISCH GERMANISC, V9, P1
HOPF M., 1973, JB ROMISCH GERMANISC, V20, P1",TRUE,,176795
